"Site","Watershed","ISCO Number","Record Type","Year","WY","Month","Day","Hour","Season","Julian Day","Running Day of Project","Ca flag","Ca","NMCa (ueq/L)","Mg flag","Mg","NMMg (ueq/L)","K flag","K (ueq/L)","NMK (ueq/L)","Na flag","Na (ueq/L)","NMNa (ueq/L)","Si flag","Si (mg/L)","NH4 flag","NH4 (ueq/L)","Al flag","Al","Al-Org flag","Al-Org (PPB)","Total N flag","Total N (ppm)","Cl flag","Cl (ueq/L)","SO4 flag","SO4 (ueq/L)","NMSO4 (ueq/L)","NO3 flag","NO3 (ueq/L)","DOC flag","DOC (mg/L)","DIC flag","DIC (mg/L)","ANC (ueq/L)","Closed-cell pH","Air-equilibrated pH","Specific Conductance (us/cm)","Q","Initial pH","H","HCO3 (ueq/L)","Unequilibrated pH (older samples)","Apparent color flag","Apparent Color (PCU)","True color flag","True color (PCU)","Total P flag","Total P (ppb)","Field Temp (degrees C)","Comment","SUVA","CaMg","H2","H3","WY_group","WY_group2"
"EB8","EB",5,"ISCO",1991,1991,9,29,16,"FALL",272.7,2098.67,NA,70,69,NA,23,14,NA,2.6,2,NA,62,21,NA,1.71,"Half DL",1.4,NA,124,NA,NA,NA,NA,NA,47,NA,106,101,"Half DL",0.05,NA,2,NA,NA,"1.6","5.51","5.56","21.6",1.699,NA,2.75,NA,NA,"<RL",4,NA,NA,NA,NA,NA,NA,NA,93,7.5625,20.796875,NA,"1990-99"
"WB3","WB",8,"ISCO",1991,1991,9,29,16,"FALL",272.7,2098.67,NA,103,101,NA,36,25,NA,4.9,4,NA,72,22,NA,2,"Half DL",1.4,NA,93,NA,NA,NA,NA,NA,59,NA,161,155,NA,1.2,NA,1.9,NA,NA,"0.1","5.46","5.61","29.1",2.236,NA,2.45,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,139,6.0025,14.706125,NA,"1990-99"
"WB3","WB",NA,"DUP",1991,1992,10,1,12,"FALL",274.5,2100.5,NA,99,97,NA,36,26,NA,4.6,4,NA,72,28,NA,2.11,"Half DL",1.4,NA,111,NA,45,NA,NA,NA,51,NA,155,150,NA,1,NA,1.6,"<RL",0.4,"1.1000000000000001","5.54","5.67","28.3",1.472,NA,2.14,4.43,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,135,4.5796,9.800344,NA,"1990-99"
"WB3","WB",NA,"REG",1991,1992,10,1,12,"FALL",274.5,2100.5,NA,99,97,NA,36,26,NA,4.6,4,NA,72,29,NA,2.09,"Half DL",1.4,NA,108,NA,55,NA,NA,NA,50,NA,156,151,"<RL",0.7,NA,1.5,"<RL",0.4,"2.2000000000000002","5.54","5.71","28.5",1.472,NA,1.95,4.43,NA,"<RL",3,NA,NA,NA,NA,"8.5",NA,NA,135,3.8025,7.414875,NA,"1990-99"
"EB8","EB",NA,"REG",1991,1992,10,1,13,"FALL",274.5,2100.54,NA,71,69,NA,24,15,NA,2,1,NA,62,21,NA,1.79,"Half DL",1.4,NA,120,NA,60,NA,NA,NA,47,NA,108,103,"Half DL",0.05,NA,1.8,NA,0.6,"3.2","5.5","5.7","21.9",1.727,NA,2,5.68,NA,"<RL",3,NA,NA,NA,NA,"8",NA,NA,95,4,8,NA,"1990-99"
"EB8","EB",NA,"REP",1991,1992,10,1,13,"FALL",274.5,2100.54,NA,70,69,NA,24,15,NA,2,1,NA,62,21,NA,1.79,"Half DL",1.4,NA,121,NA,60,NA,NA,NA,47,NA,109,104,"Half DL",0.05,NA,1.8,NA,0.6,"2.2999999999999998","5.56","5.73","21.9",1.727,NA,1.86,6.3,NA,"<RL",4,NA,NA,NA,NA,NA,NA,NA,94,3.4596,6.434856,NA,"1990-99"
"EB8","EB",4,"ISCO",1991,1992,10,6,16,"FALL",279.7,2105.67,NA,72,70,NA,25,15,NA,3.1,2,NA,70,25,NA,1.9,"Half DL",1.4,NA,93,NA,NA,NA,NA,NA,52,NA,109,104,"Half DL",0.05,NA,2,NA,NA,"2.9","5.65","5.83","23",1.302,NA,1.48,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,97,2.1904,3.241792,NA,"1990-99"
"WB3","WB",4,"ISCO",1991,1992,10,6,16,"FALL",279.7,2105.67,NA,97,95,NA,37,26,NA,7.2,6,NA,80,32,NA,2.26,"Half DL",1.4,NA,85,NA,NA,NA,NA,NA,56,NA,157,151,"Half DL",0.05,NA,2,NA,NA,"6.9","5.75","6.03","29.3",1.274,NA,0.93,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,134,0.8649,0.804357,NA,"1990-99"
"EB8","EB",5,"ISCO",1991,1992,10,6,24,"FALL",280,2106,NA,73,71,NA,25,13,NA,6.6,6,NA,69,17,NA,1.71,"Half DL",1.4,NA,114,NA,NA,NA,NA,NA,61,NA,106,100,"Half DL",0.05,NA,2.6,NA,NA,"0.3","5.48","5.69","23.9",3.652,NA,2.04,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,98,4.1616,8.489664,NA,"1990-99"
"WB3","WB",5,"ISCO",1991,1992,10,6,24,"FALL",280,2106,NA,109,106,NA,42,30,NA,11.3,10,NA,80,26,NA,1.96,"Half DL",1.4,NA,126,NA,NA,NA,NA,NA,63,NA,163,156,NA,2.3,NA,2.7,NA,NA,"5.9","5.68","5.89","31.8",3.567,NA,1.29,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,151,1.6641,2.146689,NA,"1990-99"
"EB8","EB",6,"ISCO",1991,1992,10,7,2,"FALL",280.1,2106.08,NA,72,70,NA,24,12,NA,6.9,6,NA,66,15,NA,1.72,"Half DL",1.4,NA,149,NA,NA,NA,NA,NA,59,NA,104,98,"Half DL",0.05,NA,3,NA,NA,"-0.6","5.37","5.47","23.6",16.193,NA,3.39,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,96,11.4921,38.958219,NA,"1990-99"
"WB3","WB",6,"ISCO",1991,1992,10,7,2,"FALL",280.1,2106.08,NA,116,114,NA,42,30,NA,11,10,NA,77,24,NA,1.83,"Half DL",1.4,NA,203,NA,NA,NA,NA,NA,61,NA,174,168,NA,8.4,NA,2.7,NA,NA,"-0.2","5.35","5.46","33.700000000000003",12.768,NA,3.47,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,158,12.0409,41.781923,NA,"1990-99"
"EB8","EB",7,"ISCO",1991,1992,10,7,4,"FALL",280.2,2106.17,NA,73,71,NA,24,12,NA,6.6,5,NA,64,11,NA,1.7,"Half DL",1.4,NA,182,NA,NA,NA,NA,NA,62,NA,102,96,"Half DL",0.05,NA,3.2,NA,NA,"-2.5","5.28","5.35","23.8",31.707,NA,4.47,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,97,19.9809,89.314623,NA,"1990-99"
"WB3","WB",7,"ISCO",1991,1992,10,7,4,"FALL",280.2,2106.17,NA,116,114,NA,41,30,NA,10.2,9,NA,71,22,NA,1.75,"Half DL",1.4,NA,272,NA,NA,NA,NA,NA,57,NA,177,171,NA,11.1,NA,2.9,NA,NA,"-3.1","5.18","5.27","34.4",32.273,NA,5.37,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,157,28.8369,154.854153,NA,"1990-99"
"EB8","EB",8,"ISCO",1991,1992,10,7,6,"FALL",280.3,2106.25,NA,73,71,NA,24,11,NA,6.1,5,NA,63,8,NA,1.66,"Half DL",1.4,NA,187,NA,NA,NA,NA,NA,64,NA,101,94,"Half DL",0.05,NA,3.1,NA,NA,"-0.1","5.31","5.31","24.1",41.333,NA,4.9,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,97,24.01,117.649,NA,"1990-99"
"WB3","WB",8,"ISCO",1991,1992,10,7,6,"FALL",280.3,2106.25,NA,118,116,NA,41,30,NA,9.7,9,NA,69,22,NA,1.72,"Half DL",1.4,NA,307,NA,NA,NA,NA,NA,55,NA,179,173,NA,12.3,NA,2.6,NA,NA,"-6","5.0999999999999996","5.16","34.9",37.369,NA,6.92,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,159,47.8864,331.373888,NA,"1990-99"
"EB8","EB",9,"ISCO",1991,1992,10,7,8,"FALL",280.3,2106.33,NA,73,71,NA,24,11,NA,5.6,4,NA,63,8,NA,1.64,"Half DL",1.4,NA,190,NA,NA,NA,NA,NA,64,NA,100,93,"Half DL",0.05,NA,3,NA,NA,"-2.6","5.29","5.32","24.1",38.218,NA,4.79,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,97,22.9441,109.902239,NA,"1990-99"
"WB3","WB",9,"ISCO",1991,1992,10,7,8,"FALL",280.3,2106.33,NA,118,116,NA,41,30,NA,9.2,8,NA,68,19,NA,1.74,"Half DL",1.4,NA,339,NA,NA,NA,NA,NA,57,NA,183,177,NA,12.9,NA,2.6,NA,NA,"-7","5.03","5.04","35.299999999999997",31.99,NA,9.12,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,159,83.1744,758.550528,NA,"1990-99"
"EB8","EB",11,"ISCO",1991,1992,10,7,12,"FALL",280.5,2106.5,NA,73,71,NA,24,12,NA,5.4,4,NA,62,9,NA,1.64,"Half DL",1.4,NA,173,NA,NA,NA,NA,NA,62,NA,101,95,"Half DL",0.05,NA,2.7,NA,NA,"-2.5","5.3","5.38","23.7",24.8,NA,4.17,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,97,17.3889,72.511713,NA,"1990-99"
"WB3","WB",11,"ISCO",1991,1992,10,7,12,"FALL",280.5,2106.5,NA,117,115,NA,40,29,NA,8.4,7,NA,68,19,NA,1.72,"Half DL",1.4,NA,327,NA,NA,NA,NA,NA,57,NA,182,176,NA,11.9,NA,2.3,NA,NA,"-6.9","5.07","5.09","35.1",22.959,NA,8.13,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,157,66.0969,537.367797,NA,"1990-99"
"EB8","EB",14,"ISCO",1991,1992,10,7,18,"FALL",280.8,2106.75,NA,72,70,NA,24,13,NA,4.9,4,NA,61,12,NA,1.63,"Half DL",1.4,NA,161,NA,NA,NA,NA,NA,57,NA,101,95,"Half DL",0.05,NA,2.7,NA,NA,"-2.2000000000000002","5.32","5.36","23.1",15.684,NA,4.37,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,96,19.0969,83.453453,NA,"1990-99"
"WB3","WB",14,"ISCO",1991,1992,10,7,18,"FALL",280.8,2106.75,NA,117,115,NA,39,28,NA,7.7,7,NA,68,19,NA,1.74,"Half DL",1.4,NA,291,NA,NA,NA,NA,NA,57,NA,179,173,NA,10.9,NA,2.2,NA,NA,"-6.5","5.07","5.19","34.4",14.466,NA,6.46,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,156,41.7316,269.586136,NA,"1990-99"
"EB8","EB",17,"ISCO",1991,1992,10,7,24,"FALL",281,2107,NA,72,70,NA,24,13,NA,4.3,3,NA,60,12,NA,1.62,"Half DL",1.4,NA,149,NA,NA,NA,NA,NA,56,NA,101,95,"Half DL",0.05,NA,2.5,NA,NA,"-2.2000000000000002","5.3","5.32","23",11.437,NA,4.79,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,96,22.9441,109.902239,NA,"1990-99"
"WB3","WB",17,"ISCO",1991,1992,10,7,24,"FALL",281,2107,NA,115,113,NA,39,28,NA,7.4,6,NA,70,21,NA,1.8,"Half DL",1.4,NA,259,NA,NA,NA,NA,NA,57,NA,178,172,NA,9.8,NA,2.1,NA,NA,"-5.2","5.16","5.32","33.700000000000003",10.361,NA,4.79,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,154,22.9441,109.902239,NA,"1990-99"
"EB8","EB",20,"ISCO",1991,1992,10,8,6,"FALL",281.3,2107.25,NA,71,69,NA,23,12,NA,4.3,3,NA,61,13,NA,1.66,"Half DL",1.4,NA,140,NA,NA,NA,NA,NA,56,NA,101,95,"Half DL",0.05,NA,2.6,NA,NA,"-1.6","5.38","5.44","22.9",8.974,NA,3.63,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,94,13.1769,47.832147,NA,"1990-99"
"WB3","WB",20,"ISCO",1991,1992,10,8,6,"FALL",281.3,2107.25,NA,115,113,NA,40,29,NA,6.9,6,NA,70,22,NA,1.83,"Half DL",1.4,NA,231,NA,NA,NA,NA,NA,57,NA,174,168,NA,8.7,NA,2,NA,NA,"-3.9","5.21","5.29","33.1",7.729,NA,5.13,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,155,26.3169,135.005697,NA,"1990-99"
"EB8","EB",NA,"REG",1991,1992,10,8,10,"FALL",281.4,2107.42,NA,72,70,NA,24,13,NA,4.3,3,NA,62,13,NA,1.75,"Half DL",1.4,NA,138,NA,80,NA,NA,NA,57,NA,108,102,"Half DL",0.05,NA,2,"<RL",0.3,"-0.6","5.3","5.45","22.5",7.219,NA,3.55,2.1,NA,"<RL",5,NA,NA,NA,NA,"9",NA,NA,96,12.6025,44.738875,NA,"1990-99"
"WB3","WB",NA,"REG",1991,1992,10,8,10,"FALL",281.4,2107.42,NA,114,112,NA,39,28,NA,7.4,6,NA,71,19,NA,1.91,"Half DL",1.4,NA,193,NA,72,NA,NA,NA,60,NA,179,173,NA,8.4,NA,1.7,"<RL",0.4,"-2.5","5.22","5.27","32.9",6.681,NA,5.37,2.05,NA,NA,6,NA,NA,NA,NA,"9",NA,NA,153,28.8369,154.854153,NA,"1990-99"
"WB3","WB",NA,"REP",1991,1992,10,8,10,"FALL",281.4,2107.42,NA,113,111,NA,39,27,NA,7.2,6,NA,71,20,NA,1.88,"Half DL",1.4,NA,197,NA,70,NA,NA,NA,59,NA,178,172,NA,8.2,NA,1.7,"<RL",0.4,"-2.1","5.2","5.31","32.9",6.681,NA,4.9,1.91,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,152,24.01,117.649,NA,"1990-99"
"EB8","EB",4,"ISCO",1991,1992,10,11,16,"FALL",284.7,2110.67,NA,70,68,NA,24,12,NA,4.3,3,NA,66,15,NA,1.79,"Half DL",1.4,NA,117,NA,NA,NA,NA,NA,59,NA,109,103,"Half DL",0.05,NA,2.2,NA,NA,"1.8","5.53","5.72","23.1",3.142,NA,1.91,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,94,3.6481,6.967871,NA,"1990-99"
"WB3","WB",4,"ISCO",1991,1992,10,11,16,"FALL",284.7,2110.67,NA,104,102,NA,39,27,NA,7.7,7,NA,75,23,NA,2.02,"<RL",2.77,NA,123,NA,NA,NA,NA,NA,61,NA,169,163,NA,3.3,NA,2,NA,NA,"2.6","5.47","5.69","30.6",2.831,NA,2.04,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,143,4.1616,8.489664,NA,"1990-99"
"EB8","EB",8,"ISCO",1991,1992,10,13,16,"FALL",286.7,2112.67,NA,71,69,NA,25,13,NA,4.1,3,NA,66,13,NA,1.8,"Half DL",1.4,NA,124,NA,NA,NA,NA,NA,62,NA,107,101,"Half DL",0.05,NA,2.1,NA,NA,"0.3","5.46","5.68","23.1",4.275,NA,2.09,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,96,4.3681,9.129329,NA,"1990-99"
"WB3","WB",6,"ISCO",1991,1992,10,13,16,"FALL",286.7,2112.67,NA,104,102,NA,39,27,NA,6.6,5,NA,74,21,NA,2,"Half DL",1.4,NA,139,NA,NA,NA,NA,NA,62,NA,171,165,NA,5.2,NA,1.7,NA,NA,"1.2","5.43","5.55","31.8",3.878,NA,2.82,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,143,7.9524,22.425768,NA,"1990-99"
"WB3","WB",NA,"DUP",1991,1992,10,15,14,"FALL",288.6,2114.58,NA,102,100,NA,39,27,NA,6.4,5,NA,77,25,NA,2.16,"Half DL",1.4,NA,133,NA,60,NA,NA,NA,60,NA,166,160,NA,4.5,NA,1.6,"<RL",0.4,"0.3","5.41","5.68","30.3",2.236,NA,2.09,3.31,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,141,4.3681,9.129329,NA,"1990-99"
"WB3","WB",NA,"REG",1991,1992,10,15,14,"FALL",288.6,2114.58,NA,104,102,NA,39,27,NA,6.6,6,NA,76,25,NA,2.15,"Half DL",1.4,NA,138,NA,65,NA,NA,NA,60,NA,165,159,NA,4,NA,1.5,"<RL",0.4,"0.3","5.49","5.64","30.5",2.236,NA,2.29,3.91,NA,"<RL",3,NA,NA,NA,NA,"8",NA,NA,143,5.2441,12.008989,NA,"1990-99"
"EB8","EB",NA,"REG",1991,1992,10,15,15,"FALL",288.6,2114.6,NA,73,71,NA,25,13,NA,3.8,3,NA,67,16,NA,1.85,"Half DL",1.4,NA,137,NA,81,NA,NA,NA,59,NA,110,104,"Half DL",0.05,NA,1.9,NA,0.5,"-0.1","5.44","5.68","22.5",2.236,NA,2.09,4.5,NA,"<RL",4,NA,NA,NA,NA,"8",NA,NA,98,4.3681,9.129329,NA,"1990-99"
"EB8","EB",1,"ISCO",1991,1992,10,16,12,"FALL",289.5,2115.5,NA,71,69,NA,26,14,NA,4.3,3,NA,66,16,NA,1.82,"Half DL",1.4,NA,127,NA,NA,NA,NA,NA,58,NA,108,102,"Half DL",0.05,NA,1.7,NA,NA,"3.1","5.61","5.76","22.8",3.369,NA,1.74,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,97,3.0276,5.268024,NA,"1990-99"
"WB3","WB",1,"ISCO",1991,1992,10,16,12,"FALL",289.5,2115.5,NA,102,100,NA,39,27,NA,6.9,6,NA,77,26,NA,2.13,"Half DL",1.4,NA,113,NA,NA,NA,NA,NA,59,NA,165,159,NA,4.4,NA,1.7,NA,NA,"2.9","5.46","5.66","30.3",2.888,NA,2.19,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,141,4.7961,10.503459,NA,"1990-99"
"EB8","EB",2,"ISCO",1991,1992,10,16,14,"FALL",289.6,2115.58,NA,70,68,NA,26,13,NA,7.2,6,NA,69,13,NA,1.69,"Half DL",1.4,NA,158,NA,NA,NA,NA,NA,65,NA,102,95,"Half DL",0.05,NA,2.5,NA,NA,"0.9","5.45","5.57","23.7",8.125,NA,2.69,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,96,7.2361,19.465109,NA,"1990-99"
"WB3","WB",2,"ISCO",1991,1992,10,16,14,"FALL",289.6,2115.58,NA,104,101,NA,40,28,NA,9.7,8,NA,77,22,NA,1.94,"Half DL",1.4,NA,167,NA,NA,NA,NA,NA,65,NA,161,154,NA,6.2,NA,2.2,NA,NA,"2.4","5.41","5.63","31.2",7.191,NA,2.34,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,144,5.4756,12.812904,NA,"1990-99"
"EB8","EB",4,"ISCO",1991,1992,10,16,18,"FALL",289.8,2115.75,NA,71,69,NA,26,12,NA,7.7,6,NA,65,5,NA,1.69,"Half DL",1.4,NA,220,NA,NA,NA,NA,NA,70,NA,99,92,"Half DL",0.05,NA,2.9,NA,NA,"-2.6","5.33","5.41","24.2",37.652,NA,3.89,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,97,15.1321,58.863869,NA,"1990-99"
"WB3","WB",4,"ISCO",1991,1992,10,16,18,"FALL",289.8,2115.75,NA,109,106,NA,41,28,NA,10.7,10,NA,72,16,NA,1.78,"Half DL",1.4,NA,284,NA,NA,NA,NA,NA,66,NA,169,162,NA,11.5,NA,2.3,NA,NA,"-3.1","5.15","5.25","33.5",30.009,NA,5.62,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,150,31.5844,177.504328,NA,"1990-99"
"EB8","EB",6,"ISCO",1991,1992,10,16,22,"FALL",289.9,2115.92,NA,72,69,NA,26,12,NA,7.2,6,NA,64,3,NA,1.65,"Half DL",1.4,NA,201,NA,NA,NA,NA,NA,72,NA,99,92,"<RL",0.2,NA,2.6,NA,NA,"-1.2","5.31","5.41","24.1",33.406,NA,3.89,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,98,15.1321,58.863869,NA,"1990-99"
"WB3","WB",6,"ISCO",1991,1992,10,16,22,"FALL",289.9,2115.92,NA,110,107,NA,41,28,NA,9.5,8,NA,70,15,NA,1.78,"Half DL",1.4,NA,323,NA,NA,NA,NA,NA,65,NA,173,166,NA,14.6,NA,2,NA,NA,"-4.0999999999999996","5.09","5.15","34.299999999999997",26.894,NA,7.08,NA,NA,"<RL",4,NA,NA,NA,NA,NA,NA,NA,151,50.1264,354.894912,NA,"1990-99"
"EB8","EB",10,"ISCO",1991,1992,10,17,6,"FALL",290.3,2116.25,NA,72,69,NA,26,12,NA,6.4,5,NA,64,5,NA,1.66,"Half DL",1.4,NA,178,NA,NA,NA,NA,NA,69,NA,101,94,"Half DL",0.05,NA,2.3,NA,NA,"-1","5.38","5.51","23.5",16.448,NA,3.09,NA,NA,"<RL",5,NA,NA,NA,NA,NA,NA,NA,98,9.5481,29.503629,NA,"1990-99"
"WB3","WB",10,"ISCO",1991,1992,10,17,6,"FALL",290.3,2116.25,NA,111,109,NA,41,28,NA,8.7,7,NA,70,13,NA,1.8,"Half DL",1.4,NA,299,NA,NA,NA,NA,NA,67,NA,175,168,NA,13.5,NA,1.9,NA,NA,"-3.7","5.12","5.25","34.200000000000003",15.542,NA,5.62,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,152,31.5844,177.504328,NA,"1990-99"
"EB8","EB",19,"ISCO",1991,1992,10,17,24,"FALL",291,2117,NA,71,68,NA,25,12,NA,5.1,4,NA,64,8,NA,1.68,"Half DL",1.4,NA,154,NA,NA,NA,NA,NA,65,NA,101,94,"Half DL",0.05,NA,2.1,NA,NA,"0.2","5.45","5.56","23.1",7.361,NA,2.75,NA,NA,"<RL",4,NA,NA,NA,NA,NA,NA,NA,96,7.5625,20.796875,NA,"1990-99"
"WB3","WB",19,"ISCO",1991,1992,10,17,24,"FALL",291,2117,NA,110,108,NA,40,27,NA,8.2,7,NA,73,16,NA,1.92,"Half DL",1.4,NA,230,NA,NA,NA,NA,NA,66,NA,170,163,NA,9.9,NA,1.7,NA,NA,"-1.4","5.27","5.39","32.9",7.162,NA,4.07,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,150,16.5649,67.419143,NA,"1990-99"
"EB8","EB",NA,"REG",1991,1992,10,22,14,"FALL",295.6,2121.58,NA,71,69,NA,26,13,NA,4.1,3,NA,67,12,NA,1.87,"Half DL",1.4,NA,127,NA,70,NA,NA,NA,64,NA,107,100,"Half DL",0.05,NA,1.9,NA,0.5,"0.8","5.44","5.61","23.1",2.831,NA,2.45,4.32,NA,"<RL",3,NA,NA,NA,NA,"8",NA,NA,97,6.0025,14.706125,NA,"1990-99"
"WB3","WB",NA,"DUP",1991,1992,10,22,14,"FALL",295.6,2121.58,NA,102,100,NA,39,26,NA,6.4,5,NA,76,21,NA,2.27,"Half DL",1.4,NA,128,NA,53,NA,NA,NA,64,NA,159,152,NA,7.8,NA,1.5,"<RL",0.4,"-1.1000000000000001","5.5","5.56","30.5",2.52,NA,2.75,3.59,NA,"<RL",2,NA,NA,NA,NA,NA,NA,NA,141,7.5625,20.796875,NA,"1990-99"
"WB3","WB",NA,"REG",1991,1992,10,22,14,"FALL",295.6,2121.58,NA,101,99,NA,39,26,NA,6.6,5,NA,76,21,NA,2.27,"Half DL",1.4,NA,130,NA,58,NA,NA,NA,64,NA,159,152,NA,8,NA,1.5,"<RL",0.4,"0.5","5.47","5.5","30.2",2.52,NA,3.16,3.47,NA,"<RL",2,NA,NA,NA,NA,"8",NA,NA,140,9.9856,31.554496,NA,"1990-99"
"EB8","EB",1,"ISCO",1991,1992,10,25,16,"FALL",298.7,2124.67,NA,71,69,NA,26,13,NA,4.3,3,NA,70,16,NA,1.91,"Half DL",1.4,NA,120,NA,NA,NA,NA,NA,62,NA,108,102,"Half DL",0.05,NA,1.8,NA,NA,"1.2","5.55","5.61","23.5",1.699,NA,2.45,NA,NA,"<RL",2,NA,NA,NA,NA,NA,NA,NA,97,6.0025,14.706125,NA,"1990-99"
"WB3","WB",1,"ISCO",1991,1992,10,25,16,"FALL",298.7,2124.67,NA,97,95,NA,39,27,NA,7.2,6,NA,77,24,NA,2.33,"Half DL",1.4,NA,121,NA,NA,NA,NA,NA,62,NA,154,148,NA,7.9,NA,1.8,NA,NA,"0.4","5.47","5.48","30",1.472,NA,3.31,NA,NA,"<RL",2,NA,NA,NA,NA,NA,NA,NA,136,10.9561,36.264691,NA,"1990-99"
"EB8","EB",3,"ISCO",1991,1992,10,27,16,"FALL",300.7,2126.67,NA,72,69,NA,26,13,NA,4.6,3,NA,70,16,NA,1.93,"Half DL",1.4,NA,120,NA,NA,NA,NA,NA,63,NA,109,102,"Half DL",0.05,NA,1.7,NA,NA,"0.5","5.52","5.62","23.5",1.699,NA,2.4,NA,NA,"<RL",2,NA,NA,NA,NA,NA,NA,NA,98,5.76,13.824,NA,"1990-99"
"WB3","WB",3,"ISCO",1991,1992,10,27,16,"FALL",300.7,2126.67,NA,94,92,NA,39,27,NA,6.9,6,NA,79,26,NA,2.44,"Half DL",1.4,NA,98,NA,NA,NA,NA,NA,62,NA,151,145,NA,8.2,NA,1.5,NA,NA,"0.8","5.55","5.66","29.5",1.472,NA,2.19,NA,NA,"<RL",1,NA,NA,NA,NA,NA,NA,NA,133,4.7961,10.503459,NA,"1990-99"
"EB8","EB",NA,"REG",1991,1992,10,29,13,"FALL",302.5,2128.54,NA,73,70,NA,27,14,NA,4.1,3,NA,75,18,NA,2,"Half DL",1.4,NA,133,NA,57,NA,NA,NA,67,NA,107,100,"Half DL",0.05,NA,1.7,"<RL",0.4,"0.7","5.44","5.6","24.1",3.51,NA,2.51,3.88,NA,"<RL",2,NA,NA,NA,NA,"6.5",NA,NA,100,6.3001,15.813251,NA,"1990-99"
"WB3","WB",NA,"DUP",1991,1992,10,29,13,"FALL",302.5,2128.54,NA,104,101,NA,42,29,NA,7.2,6,NA,84,28,NA,2.35,"Half DL",1.4,NA,127,NA,56,NA,NA,NA,66,NA,157,150,NA,11.3,NA,1.3,"<RL",0.4,"0.3","5.47","5.62","31.2",2.831,NA,2.4,3.47,NA,"<RL",1,NA,NA,NA,NA,NA,NA,NA,146,5.76,13.824,NA,"1990-99"
"WB3","WB",NA,"REG",1991,1992,10,29,13,"FALL",302.5,2128.54,NA,103,100,NA,42,29,NA,6.9,6,NA,84,28,NA,2.29,"Half DL",1.4,NA,129,NA,53,NA,NA,NA,65,NA,156,149,NA,11.5,NA,1.3,"<RL",0.4,"-1.1000000000000001","5.5","5.62","31.2",2.831,NA,2.4,3.69,NA,"<RL",1,NA,NA,NA,NA,"6.5",NA,NA,145,5.76,13.824,NA,"1990-99"
"WB3","WB",3,"ISCO",1991,1992,10,31,16,"FALL",304.7,2130.67,NA,101,99,NA,42,29,NA,7.7,6,NA,85,29,NA,2.26,"Half DL",1.4,NA,118,NA,NA,NA,NA,NA,66,NA,154,147,NA,10.9,NA,1.5,NA,NA,"0.5","5.51","5.67","31.5",2.831,NA,2.14,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,143,4.5796,9.800344,NA,"1990-99"
"WB3","WB",6,"ISCO",1991,1992,11,1,10,"FALL",305.4,2131.42,NA,107,104,NA,42,29,NA,7.4,6,NA,82,26,NA,2.02,"Half DL",1.4,NA,177,NA,NA,NA,NA,NA,66,NA,174,167,NA,13.2,NA,1.5,NA,NA,"-2.4","5.33","5.48","33",7.559,NA,3.31,NA,NA,"<RL",3,NA,NA,NA,NA,NA,NA,NA,149,10.9561,36.264691,NA,"1990-99"
